sample_id,config_name,tex_res,remesh,vertex_count,clip_score,clip_std
0024,tex1024_quad_v10k,1024,quad,10000,0.6352405995130539,0.15289046300163245
0025,tex1024_quad_v10k,1024,quad,10000,0.7105182260274887,0.10128340648444739
0026,tex1024_quad_v10k,1024,quad,10000,0.7177911400794983,0.09290268727373438
0027,tex1024_quad_v10k,1024,quad,10000,0.6703666672110558,0.10949224187413598
0028,tex1024_quad_v10k,1024,quad,10000,0.701180599629879,0.1365708001674084
0029,tex1024_quad_v10k,1024,quad,10000,0.738356202840805,0.11347985525721146
0030,tex1024_quad_v10k,1024,quad,10000,0.752387061715126,0.05304700115705832
0001,tex1024_quad_v5k,1024,quad,5000,0.7396126389503479,0.13459449365042503
0002,tex1024_quad_v5k,1024,quad,5000,0.619133971631527,0.11910689504293016
0003,tex1024_quad_v5k,1024,quad,5000,0.7017716020345688,0.13370972456812955
0004,tex1024_quad_v5k,1024,quad,5000,0.7067682668566704,0.10648532948993984
0005,tex1024_quad_v5k,1024,quad,5000,0.6995310634374619,0.12780092470883855
0006,tex1024_quad_v5k,1024,quad,5000,0.700902484357357,0.0828769376837602
0007,tex1024_quad_v5k,1024,quad,5000,0.6325583010911942,0.11975736044614227
0008,tex1024_quad_v5k,1024,quad,5000,0.7618641778826714,0.08808805204695014
0009,tex1024_quad_v5k,1024,quad,5000,0.6554902642965317,0.13837443189764137
0010,tex1024_quad_v5k,1024,quad,5000,0.5462722927331924,0.14466123986913249
0011,tex1024_quad_v5k,1024,quad,5000,0.5627170726656914,0.14365052315004798
0012,tex1024_quad_v5k,1024,quad,5000,0.6272730678319931,0.08603555714767246
0013,tex1024_quad_v5k,1024,quad,5000,0.689520075917244,0.1312883109353513
0014,tex1024_quad_v5k,1024,quad,5000,0.7356067448854446,0.1160254609116922
0015,tex1024_quad_v5k,1024,quad,5000,0.7168895304203033,0.12089794662916939
0016,tex1024_quad_v5k,1024,quad,5000,0.7030337005853653,0.13906385559539747
0017,tex1024_quad_v5k,1024,quad,5000,0.6943656578660011,0.09823191167167723
0018,tex1024_quad_v5k,1024,quad,5000,0.7290944308042526,0.11225836159630231
0019,tex1024_quad_v5k,1024,quad,5000,0.6443755254149437,0.13834839229811946
0020,tex1024_quad_v5k,1024,quad,5000,0.7206332832574844,0.12799921427797475
0021,tex1024_quad_v5k,1024,quad,5000,0.6859939098358154,0.15146568187666679
0022,tex1024_quad_v5k,1024,quad,5000,0.7817340418696404,0.025068419203269465
0023,tex1024_quad_v5k,1024,quad,5000,0.6671589463949203,0.1013292067563039
0024,tex1024_quad_v5k,1024,quad,5000,0.6316104084253311,0.14601056104181717
0025,tex1024_quad_v5k,1024,quad,5000,0.7056842222809792,0.08921465365629813
0026,tex1024_quad_v5k,1024,quad,5000,0.7131933122873306,0.08640411363263097
0027,tex1024_quad_v5k,1024,quad,5000,0.6719561815261841,0.09872284770267746
0028,tex1024_quad_v5k,1024,quad,5000,0.6982711181044579,0.1315333184534641
0029,tex1024_quad_v5k,1024,quad,5000,0.7392207607626915,0.11486678996325705
0030,tex1024_quad_v5k,1024,quad,5000,0.7537945657968521,0.055443773969413766
0001,tex1024_triangle_v10k,1024,triangle,10000,0.7362546026706696,0.12877705938363088
0002,tex1024_triangle_v10k,1024,triangle,10000,0.6226019635796547,0.12292370749751194
0003,tex1024_triangle_v10k,1024,triangle,10000,0.6974498331546783,0.12686556503988833
0004,tex1024_triangle_v10k,1024,triangle,10000,0.7062778174877167,0.10553948801198268
0005,tex1024_triangle_v10k,1024,triangle,10000,0.7035855799913406,0.133900543045429
0006,tex1024_triangle_v10k,1024,triangle,10000,0.7047761306166649,0.09002585600388861
0007,tex1024_triangle_v10k,1024,triangle,10000,0.6378145292401314,0.12334093906205612
0008,tex1024_triangle_v10k,1024,triangle,10000,0.7641119733452797,0.0911971644444921
0009,tex1024_triangle_v10k,1024,triangle,10000,0.6559577062726021,0.1382516219497106
0010,tex1024_triangle_v10k,1024,triangle,10000,0.5415751487016678,0.13835755846717854
0011,tex1024_triangle_v10k,1024,triangle,10000,0.5634880438446999,0.14345930047911415
0012,tex1024_triangle_v10k,1024,triangle,10000,0.6245803385972977,0.08256893993767372
0013,tex1024_triangle_v10k,1024,triangle,10000,0.6973332315683365,0.14279192876106733
0014,tex1024_triangle_v10k,1024,triangle,10000,0.7354866340756416,0.11627585559821293
0015,tex1024_triangle_v10k,1024,triangle,10000,0.7136907875537872,0.11563665474772081
0016,tex1024_triangle_v10k,1024,triangle,10000,0.7058049067854881,0.1439092167091244
0017,tex1024_triangle_v10k,1024,triangle,10000,0.6971319690346718,0.1008503602885306
0018,tex1024_triangle_v10k,1024,triangle,10000,0.7289131954312325,0.11188258495563402
0019,tex1024_triangle_v10k,1024,triangle,10000,0.6445786207914352,0.13718172634618073
0020,tex1024_triangle_v10k,1024,triangle,10000,0.7179028913378716,0.12401843923294449
0021,tex1024_triangle_v10k,1024,triangle,10000,0.6853688359260559,0.1504148019638868
0022,tex1024_triangle_v10k,1024,triangle,10000,0.7963837161660194,0.04981883843722725
0023,tex1024_triangle_v10k,1024,triangle,10000,0.6657159850001335,0.1019835223474908
0024,tex1024_triangle_v10k,1024,triangle,10000,0.6305043175816536,0.14454024161020051
0025,tex1024_triangle_v10k,1024,triangle,10000,0.707333967089653,0.09261955349043449
0026,tex1024_triangle_v10k,1024,triangle,10000,0.7162407711148262,0.09058203576303553
0027,tex1024_triangle_v10k,1024,triangle,10000,0.6767028123140335,0.10291225563500554
0028,tex1024_triangle_v10k,1024,triangle,10000,0.6960888504981995,0.12788977401541424
0029,tex1024_triangle_v10k,1024,triangle,10000,0.7395046651363373,0.11546071964136433
0030,tex1024_triangle_v10k,1024,triangle,10000,0.7511411532759666,0.05167723164420324
0001,tex1024_triangle_v5k,1024,triangle,5000,0.7369160577654839,0.12993629278285396
0002,tex1024_triangle_v5k,1024,triangle,5000,0.6178585439920425,0.11068027565903166
0003,tex1024_triangle_v5k,1024,triangle,5000,0.6955459341406822,0.12353028432220065
0004,tex1024_triangle_v5k,1024,triangle,5000,0.7071787118911743,0.10710852844069359
0005,tex1024_triangle_v5k,1024,triangle,5000,0.7030809968709946,0.13350974130061957
0006,tex1024_triangle_v5k,1024,triangle,5000,0.7081180885434151,0.09478770495199748
0007,tex1024_triangle_v5k,1024,triangle,5000,0.635926365852356,0.12082179422667264
0008,tex1024_triangle_v5k,1024,triangle,5000,0.7632051929831505,0.08932273237465133
0009,tex1024_triangle_v5k,1024,triangle,5000,0.6540588140487671,0.1354330045064975
0010,tex1024_triangle_v5k,1024,triangle,5000,0.5466439723968506,0.1468774987784926
0011,tex1024_triangle_v5k,1024,triangle,5000,0.5669953748583794,0.1511887720469778
0012,tex1024_triangle_v5k,1024,triangle,5000,0.6252013221383095,0.08231780813851695
0013,tex1024_triangle_v5k,1024,triangle,5000,0.6936714202165604,0.13714994962389795
0014,tex1024_triangle_v5k,1024,triangle,5000,0.7299721091985703,0.10614980047866145
0015,tex1024_triangle_v5k,1024,triangle,5000,0.7163193449378014,0.11958810261899111
0016,tex1024_triangle_v5k,1024,triangle,5000,0.7051991373300552,0.14284322225889604
0017,tex1024_triangle_v5k,1024,triangle,5000,0.6998200714588165,0.10651818260159382
0018,tex1024_triangle_v5k,1024,triangle,5000,0.7274617329239845,0.10965251310685947
0019,tex1024_triangle_v5k,1024,triangle,5000,0.6408219262957573,0.1313853769909697
0020,tex1024_triangle_v5k,1024,triangle,5000,0.7124936953186989,0.1168954695652269
0021,tex1024_triangle_v5k,1024,triangle,5000,0.6844513416290283,0.14879137245874
0022,tex1024_triangle_v5k,1024,triangle,5000,0.7948015108704567,0.043202110641499966
0023,tex1024_triangle_v5k,1024,triangle,5000,0.6690239459276199,0.10757716685805077
0024,tex1024_triangle_v5k,1024,triangle,5000,0.6322151347994804,0.1485654248889441
0025,tex1024_triangle_v5k,1024,triangle,5000,0.7003449946641922,0.07703404793278003
0026,tex1024_triangle_v5k,1024,triangle,5000,0.7182839661836624,0.0930810076826992
0027,tex1024_triangle_v5k,1024,triangle,5000,0.6754577830433846,0.10805258278804383
0028,tex1024_triangle_v5k,1024,triangle,5000,0.6982488259673119,0.13149492154084877
0029,tex1024_triangle_v5k,1024,triangle,5000,0.7399333342909813,0.1161302120942959
0030,tex1024_triangle_v5k,1024,triangle,5000,0.7492463439702988,0.04962559573381153
0001,tex2048_none,2048,none,-1,0.7364674583077431,0.1291587821920079
0002,tex2048_none,2048,none,-1,0.6246175765991211,0.1291209328642725
0003,tex2048_none,2048,none,-1,0.6989411041140556,0.12946860185071654
0004,tex2048_none,2048,none,-1,0.7085724994540215,0.10945648033301748
0005,tex2048_none,2048,none,-1,0.7070044651627541,0.13949666151807927
0006,tex2048_none,2048,none,-1,0.7049553617835045,0.08962796091924992
0007,tex2048_none,2048,none,-1,0.6335899382829666,0.12420882849948649
0008,tex2048_none,2048,none,-1,0.76816276460886,0.09785907850043553
0009,tex2048_none,2048,none,-1,0.6504401788115501,0.13355821804980306
0010,tex2048_none,2048,none,-1,0.540499821305275,0.14038533826121902
0011,tex2048_none,2048,none,-1,0.561994269490242,0.14417657957576008
0012,tex2048_none,2048,none,-1,0.627224400639534,0.08372158060988785
0013,tex2048_none,2048,none,-1,0.6978656947612762,0.14334750409794447
0014,tex2048_none,2048,none,-1,0.7309885993599892,0.10884064275682097
0015,tex2048_none,2048,none,-1,0.7159436047077179,0.11909039872494252
0016,tex2048_none,2048,none,-1,0.7046965509653091,0.14211817070112603
0017,tex2048_none,2048,none,-1,0.6999172121286392,0.10693087930190573
0018,tex2048_none,2048,none,-1,0.7294540107250214,0.11261373169676601
0019,tex2048_none,2048,none,-1,0.6430905237793922,0.13706604042616188
0020,tex2048_none,2048,none,-1,0.7106711268424988,0.11403107248393375
0021,tex2048_none,2048,none,-1,0.6843135133385658,0.14871894091021742
0022,tex2048_none,2048,none,-1,0.7975875437259674,0.053172699023681345
0023,tex2048_none,2048,none,-1,0.6670719236135483,0.10844520209971731
0024,tex2048_none,2048,none,-1,0.6333528310060501,0.15000925269935533
0025,tex2048_none,2048,none,-1,0.7047036960721016,0.09042148105591603
0026,tex2048_none,2048,none,-1,0.722704216837883,0.09944941877898948
0027,tex2048_none,2048,none,-1,0.6941823810338974,0.12467036496986886
0028,tex2048_none,2048,none,-1,0.6958527117967606,0.12760068017474935
0029,tex2048_none,2048,none,-1,0.7381863072514534,0.11304453557966065
0030,tex2048_none,2048,none,-1,0.7572026923298836,0.06134078949730273
0001,tex2048_quad_v10k,2048,quad,10000,0.7347109615802765,0.1261000600332646
0002,tex2048_quad_v10k,2048,quad,10000,0.6224312037229538,0.12598868634881136
0003,tex2048_quad_v10k,2048,quad,10000,0.6966293603181839,0.12605150441757002
0004,tex2048_quad_v10k,2048,quad,10000,0.7044895589351654,0.1023999004053737
0005,tex2048_quad_v10k,2048,quad,10000,0.7028358578681946,0.13313865265278976
0006,tex2048_quad_v10k,2048,quad,10000,0.7032643407583237,0.0865550517065075
0007,tex2048_quad_v10k,2048,quad,10000,0.6339257657527924,0.12188432754963971
0008,tex2048_quad_v10k,2048,quad,10000,0.7657335102558136,0.09406736350648304
0009,tex2048_quad_v10k,2048,quad,10000,0.6569312810897827,0.13978059810123125
0010,tex2048_quad_v10k,2048,quad,10000,0.5466049909591675,0.14719328643927113
0011,tex2048_quad_v10k,2048,quad,10000,0.5664307996630669,0.14915855630937488
0012,tex2048_quad_v10k,2048,quad,10000,0.6274284347891808,0.08428465551537759
0013,tex2048_quad_v10k,2048,quad,10000,0.697684645652771,0.14297181769631087
0014,tex2048_quad_v10k,2048,quad,10000,0.7298038154840469,0.1072880146084642
0015,tex2048_quad_v10k,2048,quad,10000,0.7161526829004288,0.11949872917736014
0016,tex2048_quad_v10k,2048,quad,10000,0.7067749500274658,0.14557454832576605
0017,tex2048_quad_v10k,2048,quad,10000,0.6954622343182564,0.10053391760140994
0018,tex2048_quad_v10k,2048,quad,10000,0.7275716289877892,0.11039305549770459
0019,tex2048_quad_v10k,2048,quad,10000,0.6428778246045113,0.1371817924365057
0020,tex2048_quad_v10k,2048,quad,10000,0.7165798470377922,0.1221321041699216
0021,tex2048_quad_v10k,2048,quad,10000,0.6844470873475075,0.14886127734489835
0022,tex2048_quad_v10k,2048,quad,10000,0.7933002188801765,0.03928928694327621
0023,tex2048_quad_v10k,2048,quad,10000,0.6648063361644745,0.10283762986678952
0024,tex2048_quad_v10k,2048,quad,10000,0.6334257498383522,0.14909070897943733
0025,tex2048_quad_v10k,2048,quad,10000,0.7071453556418419,0.09347796764141832
0026,tex2048_quad_v10k,2048,quad,10000,0.7203311175107956,0.09715579517249298
0027,tex2048_quad_v10k,2048,quad,10000,0.6698795109987259,0.104880168687818
0028,tex2048_quad_v10k,2048,quad,10000,0.6991185247898102,0.13299546797611667
0029,tex2048_quad_v10k,2048,quad,10000,0.7389927580952644,0.1144538351452799
0030,tex2048_quad_v10k,2048,quad,10000,0.7521010190248489,0.052533929927733154
0001,tex2048_quad_v5k,2048,quad,5000,0.7361887097358704,0.12867055909608238
0002,tex2048_quad_v5k,2048,quad,5000,0.6213732287287712,0.11922170527120993
0003,tex2048_quad_v5k,2048,quad,5000,0.6991632133722305,0.12919373080145208
0004,tex2048_quad_v5k,2048,quad,5000,0.7021947652101517,0.09841930880561763
0005,tex2048_quad_v5k,2048,quad,5000,0.703000620007515,0.13307000199102148
0006,tex2048_quad_v5k,2048,quad,5000,0.7015929371118546,0.08403035399801989
0007,tex2048_quad_v5k,2048,quad,5000,0.6389523521065712,0.12621760702567383
0008,tex2048_quad_v5k,2048,quad,5000,0.765578880906105,0.09407622400254192
0009,tex2048_quad_v5k,2048,quad,5000,0.6601009964942932,0.14509006606983232
0010,tex2048_quad_v5k,2048,quad,5000,0.5453692376613617,0.14218941252380354
0011,tex2048_quad_v5k,2048,quad,5000,0.5629088282585144,0.14299482821171036
0012,tex2048_quad_v5k,2048,quad,5000,0.6282167881727219,0.08667901081041439
0013,tex2048_quad_v5k,2048,quad,5000,0.685386635363102,0.12555672039821514
0014,tex2048_quad_v5k,2048,quad,5000,0.7350408360362053,0.11489206677910968
0015,tex2048_quad_v5k,2048,quad,5000,0.7155721038579941,0.11915308572597205
0016,tex2048_quad_v5k,2048,quad,5000,0.7042683959007263,0.14121256710618413
0017,tex2048_quad_v5k,2048,quad,5000,0.6939926743507385,0.09812733386856072
0018,tex2048_quad_v5k,2048,quad,5000,0.7283949255943298,0.11125616334148472
0019,tex2048_quad_v5k,2048,quad,5000,0.6415145695209503,0.13465424736282577
0020,tex2048_quad_v5k,2048,quad,5000,0.7152288779616356,0.11995188802287343
0021,tex2048_quad_v5k,2048,quad,5000,0.685072585940361,0.14989301174150022
0022,tex2048_quad_v5k,2048,quad,5000,0.7924693077802658,0.041742880939753826
0023,tex2048_quad_v5k,2048,quad,5000,0.6660077720880508,0.10150379422789273
0024,tex2048_quad_v5k,2048,quad,5000,0.6294140443205833,0.14290769271785173
0025,tex2048_quad_v5k,2048,quad,5000,0.7068384438753128,0.09356548923009163
0026,tex2048_quad_v5k,2048,quad,5000,0.7190551459789276,0.09530904476381552
0027,tex2048_quad_v5k,2048,quad,5000,0.6636752709746361,0.07660711894391155
0028,tex2048_quad_v5k,2048,quad,5000,0.7022945433855057,0.13855765812419707
0029,tex2048_quad_v5k,2048,quad,5000,0.7385721579194069,0.11371851138291235
0030,tex2048_quad_v5k,2048,quad,5000,0.7550000250339508,0.05807400960558432
0001,tex2048_triangle_v10k,2048,triangle,10000,0.7373893484473228,0.13074167628547448
0002,tex2048_triangle_v10k,2048,triangle,10000,0.6176835969090462,0.11408029406743567
0003,tex2048_triangle_v10k,2048,triangle,10000,0.6975763067603111,0.12699815810954382
0004,tex2048_triangle_v10k,2048,triangle,10000,0.7074397206306458,0.1074969061301566
0005,tex2048_triangle_v10k,2048,triangle,10000,0.7041542828083038,0.13511195065062628
0006,tex2048_triangle_v10k,2048,triangle,10000,0.7087146043777466,0.09604621377785551
0007,tex2048_triangle_v10k,2048,triangle,10000,0.6378887966275215,0.12758401825973445
0008,tex2048_triangle_v10k,2048,triangle,10000,0.7636461034417152,0.0909826084851934
0009,tex2048_triangle_v10k,2048,triangle,10000,0.6547754183411598,0.1370739256521025
0010,tex2048_triangle_v10k,2048,triangle,10000,0.5444579720497131,0.14456566823109424
0011,tex2048_triangle_v10k,2048,triangle,10000,0.5645793974399567,0.1454485933599795
0012,tex2048_triangle_v10k,2048,triangle,10000,0.6261930018663406,0.08711527223673989
0013,tex2048_triangle_v10k,2048,triangle,10000,0.6979493945837021,0.14378460291609746
0014,tex2048_triangle_v10k,2048,triangle,10000,0.7360804900527,0.1166776729045302
0015,tex2048_triangle_v10k,2048,triangle,10000,0.7137384340167046,0.11581355289797428
0016,tex2048_triangle_v10k,2048,triangle,10000,0.7053941860795021,0.143209015500054
0017,tex2048_triangle_v10k,2048,triangle,10000,0.698084145784378,0.10273178157948216
0018,tex2048_triangle_v10k,2048,triangle,10000,0.7294721007347107,0.11281553478403311
0019,tex2048_triangle_v10k,2048,triangle,10000,0.6429231464862823,0.1353053583803017
0020,tex2048_triangle_v10k,2048,triangle,10000,0.7173644155263901,0.12296940323701983
0021,tex2048_triangle_v10k,2048,triangle,10000,0.6849921569228172,0.14979159133057277
0022,tex2048_triangle_v10k,2048,triangle,10000,0.7975659370422363,0.049791639109524374
0023,tex2048_triangle_v10k,2048,triangle,10000,0.6649641394615173,0.10159552909959615
0024,tex2048_triangle_v10k,2048,triangle,10000,0.6344597488641739,0.15185957740582717
0025,tex2048_triangle_v10k,2048,triangle,10000,0.705762967467308,0.08988432231260693
0026,tex2048_triangle_v10k,2048,triangle,10000,0.7171016708016396,0.09267934561949763
0027,tex2048_triangle_v10k,2048,triangle,10000,0.682079128921032,0.10900007971695094
0028,tex2048_triangle_v10k,2048,triangle,10000,0.6969676688313484,0.1293871517929012
0029,tex2048_triangle_v10k,2048,triangle,10000,0.7400843650102615,0.11638710400347499
0030,tex2048_triangle_v10k,2048,triangle,10000,0.7515135481953621,0.052260338412338625
0001,tex2048_triangle_v5k,2048,triangle,5000,0.73610919713974,0.12855575238940514
0002,tex2048_triangle_v5k,2048,triangle,5000,0.6207025721669197,0.1192947999807613
0003,tex2048_triangle_v5k,2048,triangle,5000,0.6962613761425018,0.1242810802965181
0004,tex2048_triangle_v5k,2048,triangle,5000,0.7079323902726173,0.1084735927334683
0005,tex2048_triangle_v5k,2048,triangle,5000,0.7034804001450539,0.13409343179980662
0006,tex2048_triangle_v5k,2048,triangle,5000,0.7097106799483299,0.09752571640464544
0007,tex2048_triangle_v5k,2048,triangle,5000,0.6372045055031776,0.1263596925260399
0008,tex2048_triangle_v5k,2048,triangle,5000,0.7642906531691551,0.09102788929106745
0009,tex2048_triangle_v5k,2048,triangle,5000,0.655824601650238,0.13933448828655648
0010,tex2048_triangle_v5k,2048,triangle,5000,0.5463270097970963,0.14687542563236322
0011,tex2048_triangle_v5k,2048,triangle,5000,0.5664609596133232,0.15155011542901356
0012,tex2048_triangle_v5k,2048,triangle,5000,0.6272984445095062,0.08665129720038633
0013,tex2048_triangle_v5k,2048,triangle,5000,0.693079873919487,0.13628505496953347
0014,tex2048_triangle_v5k,2048,triangle,5000,0.7308145686984062,0.10758777459388733
0015,tex2048_triangle_v5k,2048,triangle,5000,0.7168543040752411,0.12023464509207027
0016,tex2048_triangle_v5k,2048,triangle,5000,0.705455981194973,0.1433300064649462
0017,tex2048_triangle_v5k,2048,triangle,5000,0.699700303375721,0.10686765515758469
0018,tex2048_triangle_v5k,2048,triangle,5000,0.727364793419838,0.10958717123781796
0019,tex2048_triangle_v5k,2048,triangle,5000,0.6409150809049606,0.13200370697011865
0020,tex2048_triangle_v5k,2048,triangle,5000,0.7125383615493774,0.11630235549293992
0021,tex2048_triangle_v5k,2048,triangle,5000,0.6848841458559036,0.1495417655709032
0022,tex2048_triangle_v5k,2048,triangle,5000,0.7940289378166199,0.04235801857311531
0023,tex2048_triangle_v5k,2048,triangle,5000,0.6665419936180115,0.10731639408624262
0024,tex2048_triangle_v5k,2048,triangle,5000,0.6339158117771149,0.15200137219852738
0025,tex2048_triangle_v5k,2048,triangle,5000,0.6985323503613472,0.07397141721197939
0026,tex2048_triangle_v5k,2048,triangle,5000,0.7217173054814339,0.09764047042371185
0027,tex2048_triangle_v5k,2048,triangle,5000,0.6791009604930878,0.11202915427078439
0028,tex2048_triangle_v5k,2048,triangle,5000,0.6992950513958931,0.13329835126005746
0029,tex2048_triangle_v5k,2048,triangle,5000,0.7400721311569214,0.11633231830005018
0030,tex2048_triangle_v5k,2048,triangle,5000,0.7490649074316025,0.05002343122483627
0001,tex512_none,512,none,-1,0.7315948829054832,0.1211502430194654
0002,tex512_none,512,none,-1,0.6210438013076782,0.11937531140108039
0003,tex512_none,512,none,-1,0.6948013231158257,0.12354979267831774
0004,tex512_none,512,none,-1,0.7088668942451477,0.11014507245254485
0005,tex512_none,512,none,-1,0.7030636966228485,0.13328652562414345
0006,tex512_none,512,none,-1,0.6988004595041275,0.07864028385409484
0007,tex512_none,512,none,-1,0.6347592249512672,0.11926671819074536
0008,tex512_none,512,none,-1,0.7649241238832474,0.09183954108811114
0009,tex512_none,512,none,-1,0.646986335515976,0.12460326593528731
0010,tex512_none,512,none,-1,0.5378648340702057,0.1348606255942063
0011,tex512_none,512,none,-1,0.5600303709506989,0.1415966842167053
0012,tex512_none,512,none,-1,0.6213575005531311,0.07208620161451154
0013,tex512_none,512,none,-1,0.7006004527211189,0.14750314365938264
0014,tex512_none,512,none,-1,0.7292883992195129,0.10469854916729808
0015,tex512_none,512,none,-1,0.7119054943323135,0.11312589161183238
0016,tex512_none,512,none,-1,0.702299952507019,0.1381646446202247
0017,tex512_none,512,none,-1,0.6944994330406189,0.0978820129489485
0018,tex512_none,512,none,-1,0.729510024189949,0.11312217913899857
0019,tex512_none,512,none,-1,0.6350622847676277,0.12669284659298782
0020,tex512_none,512,none,-1,0.7106189131736755,0.11293190591138377
0021,tex512_none,512,none,-1,0.6830166131258011,0.1463075965097267
0022,tex512_none,512,none,-1,0.7990170791745186,0.052857426401143624
0023,tex512_none,512,none,-1,0.6655266135931015,0.10195685576200317
0024,tex512_none,512,none,-1,0.6298270374536514,0.1439133398791929
0025,tex512_none,512,none,-1,0.7041193544864655,0.08773496268736661
0026,tex512_none,512,none,-1,0.7192227989435196,0.09156372508952221
0027,tex512_none,512,none,-1,0.6890540793538094,0.11710220055873115
0028,tex512_none,512,none,-1,0.6936106085777283,0.12406643569219503
0029,tex512_none,512,none,-1,0.7392763644456863,0.11498922010948036
0030,tex512_none,512,none,-1,0.7548205554485321,0.05748211374303146
0001,tex512_quad_v10k,512,quad,10000,0.7323605120182037,0.12227591752120867
0002,tex512_quad_v10k,512,quad,10000,0.6270675882697105,0.13115894045808504
0003,tex512_quad_v10k,512,quad,10000,0.6943409889936447,0.12340288344385023
0004,tex512_quad_v10k,512,quad,10000,0.7077876403927803,0.10819328239297303
0005,tex512_quad_v10k,512,quad,10000,0.7017680779099464,0.13130530811385296
0006,tex512_quad_v10k,512,quad,10000,0.696774311363697,0.0789642971735451
0007,tex512_quad_v10k,512,quad,10000,0.6386696621775627,0.12355714592245826
0008,tex512_quad_v10k,512,quad,10000,0.7612366825342178,0.08708435394671757
0009,tex512_quad_v10k,512,quad,10000,0.657974898815155,0.14104364203484082
0010,tex512_quad_v10k,512,quad,10000,0.5450010821223259,0.14318882285221357
0011,tex512_quad_v10k,512,quad,10000,0.5608327090740204,0.1382537632888467
