sample_id,tex_res,remesh,vertex_count,elapsed_s,peak_mem_mb,success
0019,512,triangle,5000,4.043495574966073,17165.82861328125,1
0020,512,triangle,5000,3.988084329292178,17165.82861328125,1
0021,512,triangle,5000,3.9384983833879232,17165.82861328125,1
0022,512,triangle,5000,4.033265417441726,17165.82861328125,1
0023,512,triangle,5000,3.983477948233485,17165.82861328125,1
0024,512,triangle,5000,4.0874439142644405,17168.83251953125,1
0025,512,triangle,5000,4.005868716165423,17165.82861328125,1
0026,512,triangle,5000,3.973866354674101,17168.83251953125,1
0027,512,triangle,5000,4.116540754213929,17165.82861328125,1
0028,512,triangle,5000,3.973258875310421,17168.83251953125,1
0029,512,triangle,5000,4.363490164279938,17168.83251953125,1
0030,512,triangle,5000,4.104041589424014,17165.82861328125,1
0001,512,triangle,10000,4.708477579057217,17165.82861328125,1
0002,512,triangle,10000,4.761880185455084,17168.83251953125,1
0003,512,triangle,10000,4.5543659795075655,17165.82861328125,1
0004,512,triangle,10000,4.665466506034136,17165.82861328125,1
0005,512,triangle,10000,4.738397363573313,17165.82861328125,1
0006,512,triangle,10000,4.70804107375443,17165.82861328125,1
0007,512,triangle,10000,4.536370670422912,17165.82861328125,1
0008,512,triangle,10000,4.877359230071306,17165.82861328125,1
0009,512,triangle,10000,4.715501019731164,17165.82861328125,1
0010,512,triangle,10000,4.540681004524231,17165.82861328125,1
0011,512,triangle,10000,4.89864494651556,17168.83251953125,1
0012,512,triangle,10000,4.521123182028532,17168.83251953125,1
0013,512,triangle,10000,4.680319437757134,17165.82861328125,1
0014,512,triangle,10000,4.710906069725752,17165.82861328125,1
0015,512,triangle,10000,4.55738221667707,17165.82861328125,1
0016,512,triangle,10000,4.685127500444651,17165.82861328125,1
0017,512,triangle,10000,5.209300639107823,17168.83251953125,1
0018,512,triangle,10000,5.121678072959185,17165.82861328125,1
0019,512,triangle,10000,4.553326344117522,17168.83251953125,1
0020,512,triangle,10000,4.711402056738734,17165.82861328125,1
0021,512,triangle,10000,4.693564373999834,17165.82861328125,1
0022,512,triangle,10000,5.079380659386516,17165.82861328125,1
0023,512,triangle,10000,4.583503425121307,17165.82861328125,1
0024,512,triangle,10000,5.241043526679277,17168.83251953125,1
0025,512,triangle,10000,4.528248835355043,17165.82861328125,1
0026,512,triangle,10000,4.5119100622832775,17168.83251953125,1
0027,512,triangle,10000,5.5590612180531025,17168.83251953125,1
0028,512,triangle,10000,4.693407021462917,17165.82861328125,1
0029,512,triangle,10000,6.445077074691653,17165.82861328125,1
0030,512,triangle,10000,5.412910159677267,17165.82861328125,1
0001,1024,triangle,5000,4.09013026766479,17165.82861328125,1
0002,1024,triangle,5000,4.066715847700834,17168.83251953125,1
0003,1024,triangle,5000,4.093427067622542,17165.82861328125,1
0004,1024,triangle,5000,4.067507741972804,17165.82861328125,1
0005,1024,triangle,5000,4.072338344529271,17165.82861328125,1
0006,1024,triangle,5000,4.0703080631792545,17165.82861328125,1
0007,1024,triangle,5000,4.042576190084219,17165.82861328125,1
0008,1024,triangle,5000,4.100768441334367,17165.82861328125,1
0009,1024,triangle,5000,4.087983688339591,17165.82861328125,1
0010,1024,triangle,5000,4.08015999943018,17165.82861328125,1
0011,1024,triangle,5000,4.0812609400600195,17165.82861328125,1
0012,1024,triangle,5000,4.059458456933498,17165.82861328125,1
0013,1024,triangle,5000,4.05336207151413,17165.82861328125,1
0014,1024,triangle,5000,4.097207365557551,17168.83251953125,1
0015,1024,triangle,5000,4.14741931669414,17168.83251953125,1
0016,1024,triangle,5000,4.060244826599956,17165.82861328125,1
0017,1024,triangle,5000,4.177884750068188,17168.83251953125,1
0018,1024,triangle,5000,4.12097080424428,17165.82861328125,1
0019,1024,triangle,5000,4.107945868745446,17165.82861328125,1
0020,1024,triangle,5000,4.084234360605478,17165.82861328125,1
0021,1024,triangle,5000,4.06310585513711,17168.83251953125,1
0022,1024,triangle,5000,4.130066120997071,17165.82861328125,1
0023,1024,triangle,5000,4.103133752942085,17165.82861328125,1
0024,1024,triangle,5000,4.160581583157182,17165.82861328125,1
0025,1024,triangle,5000,4.086578195914626,17165.82861328125,1
0026,1024,triangle,5000,4.068872287869453,17165.82861328125,1
0027,1024,triangle,5000,4.204057743772864,17168.83251953125,1
0028,1024,triangle,5000,4.0474353935569525,17165.82861328125,1
0029,1024,triangle,5000,4.453006675466895,17165.82861328125,1
0030,1024,triangle,5000,4.200565379112959,17168.83251953125,1
0001,1024,triangle,10000,4.800342509523034,17165.82861328125,1
0002,1024,triangle,10000,4.82930782623589,17168.83251953125,1
0003,1024,triangle,10000,4.626081693917513,17165.82861328125,1
0004,1024,triangle,10000,4.791196867823601,17165.82861328125,1
0005,1024,triangle,10000,4.818977802991867,17165.82861328125,1
0006,1024,triangle,10000,4.778798321262002,17168.83251953125,1
0007,1024,triangle,10000,4.634304750710726,17165.82861328125,1
0008,1024,triangle,10000,4.973801212385297,17168.83251953125,1
0009,1024,triangle,10000,4.81123817153275,17165.82861328125,1
0010,1024,triangle,10000,4.65738170966506,17168.83251953125,1
0011,1024,triangle,10000,4.968459518626332,17165.82861328125,1
0012,1024,triangle,10000,4.613342618569732,17168.83251953125,1
0013,1024,triangle,10000,4.772605890408158,17165.82861328125,1
0014,1024,triangle,10000,4.805662401020527,17165.82861328125,1
0015,1024,triangle,10000,4.655032644048333,17165.82861328125,1
0016,1024,triangle,10000,4.754517212510109,17165.82861328125,1
0017,1024,triangle,10000,5.214448504149914,17168.83251953125,1
0018,1024,triangle,10000,5.159099865704775,17165.82861328125,1
0019,1024,triangle,10000,4.629012888297439,17165.82861328125,1
0020,1024,triangle,10000,4.793500384315848,17165.82861328125,1
0021,1024,triangle,10000,4.780221750959754,17165.82861328125,1
0022,1024,triangle,10000,5.202957130968571,17165.82861328125,1
0023,1024,triangle,10000,4.622341673821211,17165.82861328125,1
0024,1024,triangle,10000,5.356033466756344,17165.82861328125,1
0025,1024,triangle,10000,4.621739564463496,17165.82861328125,1
0026,1024,triangle,10000,4.623704515397549,17168.83251953125,1
0027,1024,triangle,10000,5.601335449144244,17165.82861328125,1
0028,1024,triangle,10000,4.79464958421886,17165.82861328125,1
0029,1024,triangle,10000,6.535669147968292,17165.82861328125,1
0030,1024,triangle,10000,5.517333127558231,17168.83251953125,1
0001,2048,triangle,5000,4.732246978208423,17165.82861328125,1
0002,2048,triangle,5000,4.708446549251676,17165.82861328125,1
0003,2048,triangle,5000,4.758050499483943,17165.82861328125,1
0004,2048,triangle,5000,4.732193509116769,17165.82861328125,1
0005,2048,triangle,5000,4.73283339291811,17168.83251953125,1
0006,2048,triangle,5000,4.742417939007282,17165.82861328125,1
0007,2048,triangle,5000,4.734738577157259,17165.82861328125,1
0008,2048,triangle,5000,4.741729440167546,17165.82861328125,1
0009,2048,triangle,5000,4.735269019380212,17165.82861328125,1
0010,2048,triangle,5000,4.731625081971288,17165.82861328125,1
0011,2048,triangle,5000,4.774425463750958,17168.83251953125,1
0012,2048,triangle,5000,4.760888447985053,17168.83251953125,1
0013,2048,triangle,5000,4.713299447670579,17168.83251953125,1
0014,2048,triangle,5000,4.772350270301104,17168.83251953125,1
0015,2048,triangle,5000,4.826828800141811,17165.82861328125,1
0016,2048,triangle,5000,4.676806820556521,17165.82861328125,1
0017,2048,triangle,5000,4.829868875443935,17165.82861328125,1
0018,2048,triangle,5000,4.793748825788498,17165.82861328125,1
0019,2048,triangle,5000,4.778245924040675,17165.82861328125,1
0020,2048,triangle,5000,4.75093905068934,17165.82861328125,1
0021,2048,triangle,5000,4.750933352857828,17165.82861328125,1
0022,2048,triangle,5000,4.808321246877313,17165.82861328125,1
0023,2048,triangle,5000,4.767993798479438,17165.82861328125,1
0024,2048,triangle,5000,4.793376158922911,17168.83251953125,1
0025,2048,triangle,5000,4.773934300988913,17165.82861328125,1
0026,2048,triangle,5000,4.726284492760897,17165.82861328125,1
0027,2048,triangle,5000,4.867584237828851,17165.82861328125,1
0028,2048,triangle,5000,4.77401265129447,17168.83251953125,1
0029,2048,triangle,5000,5.26948156952858,17165.82861328125,1
0030,2048,triangle,5000,4.846180463209748,17165.82861328125,1
0001,2048,triangle,10000,5.481307836249471,17168.83251953125,1
0002,2048,triangle,10000,5.50644614174962,17165.82861328125,1
0003,2048,triangle,10000,5.3122778087854385,17165.82861328125,1
0004,2048,triangle,10000,5.49881780333817,17168.83251953125,1
0005,2048,triangle,10000,5.501655822619796,17165.82861328125,1
0006,2048,triangle,10000,5.474022062495351,17165.82861328125,1
0007,2048,triangle,10000,5.293723899871111,17165.82861328125,1
0008,2048,triangle,10000,5.635908719152212,17165.82861328125,1
0009,2048,triangle,10000,5.8068073857575655,17165.82861328125,1
0010,2048,triangle,10000,5.28915468044579,17165.82861328125,1
0011,2048,triangle,10000,5.638315541669726,17168.83251953125,1
0012,2048,triangle,10000,5.3078354969620705,17168.83251953125,1
0013,2048,triangle,10000,5.453127671033144,17165.82861328125,1
0014,2048,triangle,10000,5.503953393548727,17165.82861328125,1
0015,2048,triangle,10000,5.362989889457822,17165.82861328125,1
0016,2048,triangle,10000,5.447563299909234,17168.83251953125,1
0017,2048,triangle,10000,5.89454860240221,17165.82861328125,1
0018,2048,triangle,10000,5.923690827563405,17165.82861328125,1
0019,2048,triangle,10000,5.36601497977972,17168.83251953125,1
0020,2048,triangle,10000,5.391293795779347,17165.82861328125,1
0021,2048,triangle,10000,5.452936235815287,17165.82861328125,1
0022,2048,triangle,10000,5.9002261478453875,17165.82861328125,1
0023,2048,triangle,10000,5.316908862441778,17168.83251953125,1
0024,2048,triangle,10000,6.038716288283467,17165.82861328125,1
0025,2048,triangle,10000,5.356304839253426,17168.83251953125,1
0026,2048,triangle,10000,5.3272281270474195,17168.83251953125,1
0027,2048,triangle,10000,6.31201146915555,17165.82861328125,1
0028,2048,triangle,10000,5.513093547895551,17165.82861328125,1
0029,2048,triangle,10000,7.33422314748168,17165.82861328125,1
0030,2048,triangle,10000,6.2723622638732195,17168.83251953125,1
0001,512,quad,5000,5.36392954736948,17165.82861328125,1
0002,512,quad,5000,6.0548244919627905,17165.82861328125,1
0003,512,quad,5000,5.513317482545972,17165.82861328125,1
0004,512,quad,5000,5.230838418006897,17165.82861328125,1
0005,512,quad,5000,5.584793580695987,17168.83251953125,1
0006,512,quad,5000,5.48526475392282,17165.82861328125,1
0007,512,quad,5000,5.736270764842629,17168.83251953125,1
0008,512,quad,5000,5.551717517897487,17168.83251953125,1
0009,512,quad,5000,5.410130303353071,17165.82861328125,1
0010,512,quad,5000,5.779412550851703,17165.82861328125,1
0011,512,quad,5000,5.3924893848598,17165.82861328125,1
0012,512,quad,5000,5.560883164405823,17168.83251953125,1
0013,512,quad,5000,5.193246828392148,17165.82861328125,1
0014,512,quad,5000,5.290458079427481,17165.82861328125,1
0015,512,quad,5000,6.410096986219287,17165.82861328125,1
0016,512,quad,5000,5.113759504631162,17165.82861328125,1
0017,512,quad,5000,5.324147118255496,17165.82861328125,1
0018,512,quad,5000,5.2982686292380095,17165.82861328125,1
0019,512,quad,5000,5.794019285589457,17168.83251953125,1
0020,512,quad,5000,5.223531503230333,17165.82861328125,1
0021,512,quad,5000,6.1578018721193075,17165.82861328125,1
0022,512,quad,5000,5.260061280801892,17165.82861328125,1
0023,512,quad,5000,5.558551926165819,17165.82861328125,1
0024,512,quad,5000,5.412123203277588,17168.83251953125,1
0025,512,quad,5000,5.732958296313882,17165.82861328125,1
0026,512,quad,5000,5.703996228054166,17165.82861328125,1
0027,512,quad,5000,5.571359418332577,17165.82861328125,1
0028,512,quad,5000,5.418007209897041,17168.83251953125,1
0029,512,quad,5000,5.118377743288875,17165.82861328125,1
0030,512,quad,5000,5.302944302558899,17168.83251953125,1
0001,512,quad,10000,6.418068237602711,17165.82861328125,1
0002,512,quad,10000,6.29872259683907,17165.82861328125,1
0003,512,quad,10000,6.561109438538551,17168.83251953125,1
0004,512,quad,10000,5.9557519275695086,17168.83251953125,1
0005,512,quad,10000,5.940710855647922,17168.83251953125,1
0006,512,quad,10000,7.153351550921798,17165.82861328125,1
0007,512,quad,10000,6.729289423674345,17168.83251953125,1
0008,512,quad,10000,6.188222751021385,17165.82861328125,1
0009,512,quad,10000,6.243965931236744,17168.83251953125,1
0010,512,quad,10000,6.438798524439335,17165.82861328125,1
0011,512,quad,10000,6.2247851230204105,17165.82861328125,1
0012,512,quad,10000,5.953161880373955,17165.82861328125,1
0013,512,quad,10000,6.375192120671272,17168.83251953125,1
0014,512,quad,10000,6.340223075821996,17165.82861328125,1
0015,512,quad,10000,6.5179320983588696,17165.82861328125,1
0016,512,quad,10000,6.310690060257912,17168.83251953125,1
0017,512,quad,10000,6.101484294980764,17168.83251953125,1
0018,512,quad,10000,5.840275457128882,17165.82861328125,1
0019,512,quad,10000,6.454025726765394,17168.83251953125,1
0020,512,quad,10000,6.285109952092171,17165.82861328125,1
0021,512,quad,10000,6.936223378404975,17165.82861328125,1
0022,512,quad,10000,6.285391142591834,17165.82861328125,1
0023,512,quad,10000,6.995870986953378,17165.82861328125,1
0024,512,quad,10000,5.907688179984689,17168.83251953125,1
0025,512,quad,10000,6.316511755809188,17165.82861328125,1
0026,512,quad,10000,6.169005176052451,17165.82861328125,1
0027,512,quad,10000,6.374484974890947,17165.82861328125,1
0028,512,quad,10000,6.363117516040802,17165.82861328125,1
0029,512,quad,10000,6.148487830534577,17168.83251953125,1
0030,512,quad,10000,6.426638023927808,17165.82861328125,1
0001,1024,quad,5000,5.355162104591727,17165.82861328125,1
0002,1024,quad,5000,5.599067859351635,17165.82861328125,1
0003,1024,quad,5000,5.71687444485724,17165.82861328125,1
0004,1024,quad,5000,5.417408375069499,17165.82861328125,1
0005,1024,quad,5000,5.434604689478874,17168.83251953125,1
0006,1024,quad,5000,5.357272827997804,17165.82861328125,1
0007,1024,quad,5000,5.658572008833289,17165.82861328125,1
0008,1024,quad,5000,5.313605247065425,17165.82861328125,1
0009,1024,quad,5000,5.336766816675663,17165.82861328125,1
0010,1024,quad,5000,5.395332667976618,17168.83251953125,1
0011,1024,quad,5000,5.3180368803441525,17165.82861328125,1
0012,1024,quad,5000,6.41594329290092,17165.82861328125,1
0013,1024,quad,5000,5.608331369236112,17165.82861328125,1
0014,1024,quad,5000,5.475958671420813,17165.82861328125,1
0015,1024,quad,5000,5.73201971873641,17165.82861328125,1
0016,1024,quad,5000,5.196967151015997,17165.82861328125,1
0017,1024,quad,5000,5.400800108909607,17165.82861328125,1
0018,1024,quad,5000,5.406005622819066,17165.82861328125,1
0019,1024,quad,5000,5.80208177678287,17165.82861328125,1
0020,1024,quad,5000,5.2421217281371355,17165.82861328125,1
0021,1024,quad,5000,5.542244533076882,17165.82861328125,1
0022,1024,quad,5000,5.413680803030729,17165.82861328125,1
0023,1024,quad,5000,6.3356358502060175,17168.83251953125,1
0024,1024,quad,5000,5.577429302036762,17165.82861328125,1
0025,1024,quad,5000,5.801989495754242,17165.82861328125,1
0026,1024,quad,5000,5.946550991386175,17165.82861328125,1
0027,1024,quad,5000,5.525887906551361,17165.82861328125,1
0028,1024,quad,5000,5.570592267438769,17168.83251953125,1
0029,1024,quad,5000,5.364286839962006,17165.82861328125,1
0030,1024,quad,5000,5.482169913128018,17168.83251953125,1
0001,1024,quad,10000,6.466038033366203,17165.82861328125,1
0002,1024,quad,10000,6.47053132019937,17165.82861328125,1
0003,1024,quad,10000,6.759587526321411,17165.82861328125,1
0004,1024,quad,10000,6.118216797709465,17168.83251953125,1
0005,1024,quad,10000,6.355438278988004,17165.82861328125,1
0006,1024,quad,10000,6.678217995911837,17165.82861328125,1
0007,1024,quad,10000,6.512653345242143,17165.82861328125,1
0008,1024,quad,10000,7.003277121111751,17168.83251953125,1
0009,1024,quad,10000,6.798532523214817,17165.82861328125,1
0010,1024,quad,10000,6.4331621043384075,17168.83251953125,1
0011,1024,quad,10000,6.287436664104462,17168.83251953125,1
0012,1024,quad,10000,6.552931407466531,17165.82861328125,1
0013,1024,quad,10000,6.756864299997687,17168.83251953125,1
0014,1024,quad,10000,6.393602406606078,17165.82861328125,1
0015,1024,quad,10000,6.524890327826142,17165.82861328125,1
0016,1024,quad,10000,6.311985457316041,17168.83251953125,1
0017,1024,quad,10000,5.977957924827933,17165.82861328125,1
0018,1024,quad,10000,6.284416228532791,17168.83251953125,1
0019,1024,quad,10000,6.547551050782204,17168.83251953125,1
0020,1024,quad,10000,6.4729761723428965,17165.82861328125,1
0021,1024,quad,10000,6.3732836823910475,17165.82861328125,1
0022,1024,quad,10000,6.367471173405647,17168.83251953125,1
0023,1024,quad,10000,6.1180373299866915,17165.82861328125,1
0024,1024,quad,10000,6.261797102168202,17165.82861328125,1
0025,1024,quad,10000,6.5189309641718864,17165.82861328125,1
0026,1024,quad,10000,6.895044945180416,17168.83251953125,1
0027,1024,quad,10000,6.5910501182079315,17165.82861328125,1
0028,1024,quad,10000,7.39178360812366,17168.83251953125,1
0029,1024,quad,10000,6.289184330031276,17165.82861328125,1
0030,1024,quad,10000,6.528950955718756,17168.83251953125,1
0001,2048,quad,5000,6.172775961458683,17168.83251953125,1
0002,2048,quad,5000,6.049789622426033,17168.83251953125,1
0003,2048,quad,5000,7.417663440108299,17165.82861328125,1
0004,2048,quad,5000,5.853959005326033,17168.83251953125,1
0005,2048,quad,5000,6.326843079179525,17168.83251953125,1
0006,2048,quad,5000,5.9709066562354565,17165.82861328125,1
0007,2048,quad,5000,6.4719511680305,17165.82861328125,1
0008,2048,quad,5000,6.152678111568093,17165.82861328125,1
0009,2048,quad,5000,5.990140818059444,17165.82861328125,1
0010,2048,quad,5000,6.025361858308315,17165.82861328125,1
0011,2048,quad,5000,6.73685940168798,17165.82861328125,1
0012,2048,quad,5000,6.226810522377491,17165.82861328125,1
0013,2048,quad,5000,6.186910107731819,17165.82861328125,1
0014,2048,quad,5000,5.98449663631618,17165.82861328125,1
0015,2048,quad,5000,6.401626423001289,17168.83251953125,1
0016,2048,quad,5000,6.029208110645413,17165.82861328125,1
0017,2048,quad,5000,6.438649035990238,17168.83251953125,1
0018,2048,quad,5000,6.455000821501017,17165.82861328125,1
0019,2048,quad,5000,6.409649720415473,17165.82861328125,1
0020,2048,quad,5000,6.0383888091892,17168.83251953125,1
0021,2048,quad,5000,6.170406747609377,17165.82861328125,1
0022,2048,quad,5000,6.391043517738581,17168.83251953125,1
0023,2048,quad,5000,6.264551533386111,17165.82861328125,1
0024,2048,quad,5000,6.446538135409355,17165.82861328125,1
0025,2048,quad,5000,6.461814129725099,17165.82861328125,1
0026,2048,quad,5000,6.6306349486112595,17165.82861328125,1
0027,2048,quad,5000,6.333917574957013,17165.82861328125,1
0028,2048,quad,5000,6.442696997895837,17165.82861328125,1
0029,2048,quad,5000,6.029165048152208,17165.82861328125,1
0030,2048,quad,5000,6.081863239407539,17165.82861328125,1
0001,2048,quad,10000,7.424287805333734,17165.82861328125,1
0002,2048,quad,10000,8.608744528144598,17168.83251953125,1
0003,2048,quad,10000,6.996413201093674,17165.82861328125,1
0004,2048,quad,10000,7.236521979793906,17165.82861328125,1
0005,2048,quad,10000,8.458509292453527,17165.82861328125,1
0006,2048,quad,10000,7.0889076218008995,17165.82861328125,1
0007,2048,quad,10000,7.594640366733074,17165.82861328125,1
0008,2048,quad,10000,7.657826945185661,17165.82861328125,1
0009,2048,quad,10000,7.617053184658289,17168.83251953125,1
0010,2048,quad,10000,7.003845872357488,17165.82861328125,1
0011,2048,quad,10000,7.048616416752338,17165.82861328125,1
0012,2048,quad,10000,7.280114879831672,17165.82861328125,1
0013,2048,quad,10000,7.236121295019984,17165.82861328125,1
0014,2048,quad,10000,7.589222012087703,17165.82861328125,1
0015,2048,quad,10000,7.606201890856028,17168.83251953125,1
0016,2048,quad,10000,6.927940301597118,17165.82861328125,1
0017,2048,quad,10000,6.794768698513508,17165.82861328125,1
0018,2048,quad,10000,6.918227860704064,17168.83251953125,1
0019,2048,quad,10000,7.443154068663716,17165.82861328125,1
0020,2048,quad,10000,7.3934201672673225,17165.82861328125,1
0021,2048,quad,10000,7.6598924566060305,17168.83251953125,1
0022,2048,quad,10000,7.238258220255375,17165.82861328125,1
0023,2048,quad,10000,6.9315943997353315,17165.82861328125,1
0024,2048,quad,10000,6.759874077513814,17168.83251953125,1
0025,2048,quad,10000,6.850741129368544,17168.83251953125,1
0026,2048,quad,10000,6.909567767754197,17165.82861328125,1
0027,2048,quad,10000,7.274163108319044,17165.82861328125,1
0028,2048,quad,10000,7.250456346198916,17165.82861328125,1
0029,2048,quad,10000,6.689627643674612,17165.82861328125,1
0030,2048,quad,10000,7.334688754752278,17165.82861328125,1
